City,Area,Avg_Price_per_sqft,Avg_Rent,Safety_Score,Pollution_Index,Hospital_Distance_km,School_Distance_km,Metro_Distance_km,Grocery_Distance_km,Internet_Speed_Mbps,Power_Backup,Water_Availability_Score,Lifestyle_Score,Green_Space_Score,Pollution_Index_Adjusted,Safety_Score_Adjusted,Price_Score,Pollution_Score,Hospital_Score,School_Score,Metro_Score,Grocery_Score,Location_Score
Pune,Hadapsar,13948,23099,7.7,203,2.19,1.29,2.57,0.27,60,1,8.6,6.5,5.8,218,8.3,8052,32,2.81,3.71,2.43,4.73,1624.552
Hyderabad,Kondapur,14008,38402,6.2,134,3.46,1.19,1.62,0.93,117,1,9.5,6.4,8.7,144,6.3,7992,106,1.54,3.81,3.38,4.07,1623.9450000000002
Bengaluru,Electronic City,14022,27382,6.6,118,1.26,1.08,1.56,0.32,81,1,6.9,7.7,6.9,126,7.1,7978,124,3.74,3.92,3.44,4.68,1623.717
Chennai,Adyar,13959,50840,5.9,209,2.39,2.64,2.72,1.05,115,1,9.4,8.7,9.3,214,6.2,8041,36,2.61,2.36,2.28,3.95,1623.68
Chennai,Sholinganallur,14067,51674,6.7,65,1.13,1.9,1.25,0.23,61,1,8.4,9.3,5.7,70,7.0,7933,180,3.87,3.1,3.75,4.77,1623.5235
Bengaluru,HSR Layout,13963,29788,8.0,198,2.6,2.97,2.51,0.53,76,1,8.6,7.7,5.7,206,8.5,8037,44,2.4,2.03,2.49,4.47,1623.3335
Pune,Baner,14023,18826,9.4,112,1.43,3.45,2.96,1.15,105,1,6.0,7.6,7.7,127,10.0,7977,123,3.5700000000000003,1.5499999999999998,2.04,3.85,1623.3265000000001
Delhi NCR,Ghaziabad,13969,19973,6.3,183,2.36,1.5,0.9,0.64,117,1,8.2,8.0,8.5,203,5.8999999999999995,8031,47,2.64,3.5,4.1,4.36,1623.0900000000001
Chennai,T Nagar,14046,41516,8.9,98,1.78,2.13,2.51,0.52,61,1,7.6,9.3,7.0,103,9.200000000000001,7954,147,3.2199999999999998,2.87,2.49,4.48,1623.084
Pune,Kothrud,13993,28264,9.4,159,2.06,2.22,0.33,1.09,91,1,9.1,7.0,6.3,174,10.0,8007,76,2.94,2.78,4.67,3.91,1623.045
Delhi NCR,Rohini Sec 15,14048,28557,7.8,75,1.95,2.44,1.87,0.79,93,1,6.8,6.0,9.5,95,7.3999999999999995,7952,155,3.05,2.56,3.13,4.21,1623.0175000000002
Hyderabad,Kukatpally,13989,55794,7.4,165,2.07,1.75,1.9,0.92,75,1,6.7,7.1,7.9,175,7.5,8011,75,2.93,3.25,3.1,4.08,1622.754
Chennai,OMR,13962,41065,5.8,204,2.81,1.15,0.75,0.38,91,1,6.6,6.9,7.3,209,6.1,8038,41,2.19,3.85,4.25,4.62,1622.7115000000001
Hyderabad,Kukatpally,14030,62782,7.2,117,3.03,1.21,2.42,0.33,75,1,9.2,7.6,9.0,127,7.3,7970,123,1.9700000000000002,3.79,2.58,4.67,1622.6765
Chennai,Tambaram,14009,36283,6.1,139,2.94,2.8,2.86,0.89,90,1,8.6,6.3,6.0,144,6.3999999999999995,7991,106,2.06,2.2,2.14,4.11,1622.5014999999999
Bengaluru,Electronic City,14056,48574,7.5,81,3.25,1.78,1.96,0.85,63,1,8.4,6.4,7.2,89,8.0,7944,161,1.75,3.2199999999999998,3.04,4.15,1622.2740000000003
Hyderabad,Banjara Hills,13995,51853,9.2,167,1.29,1.12,1.83,0.44,97,1,6.8,6.3,9.4,177,9.299999999999999,8005,73,3.71,3.88,3.17,4.56,1622.198
Chennai,T Nagar,14067,62213,9.4,73,1.19,3.04,0.5,0.31,69,1,7.1,6.4,6.4,78,9.700000000000001,7933,172,3.81,1.96,4.5,4.69,1622.0439999999999
Pune,Hadapsar,14051,20223,9.1,92,2.31,1.8,0.69,0.75,111,1,7.5,7.3,8.7,107,9.7,7949,143,2.69,3.2,4.3100000000000005,4.25,1621.7175000000002
Chennai,Porur,14069,56950,8.5,68,2.8,3.06,2.45,0.33,99,1,6.0,7.6,6.6,73,8.8,7931,177,2.2,1.94,2.55,4.67,1621.704
Mumbai,Malad West,14039,19601,6.8,119,2.7,3.45,2.05,0.54,73,1,9.3,7.6,9.5,124,7.0,7961,126,2.3,1.5499999999999998,2.95,4.46,1621.1390000000001
Hyderabad,Miyapur,13973,63296,9.4,204,1.38,3.26,0.38,0.79,75,1,8.4,6.2,8.6,214,9.5,8027,36,3.62,1.7400000000000002,4.62,4.21,1621.1035000000002
Delhi NCR,Saket,13947,39745,5.7,217,3.47,3.44,1.06,0.91,106,1,8.6,6.9,6.3,237,5.3,8053,13,1.5299999999999998,1.56,3.94,4.09,1620.9930000000002
Hyderabad,Banjara Hills,14078,26926,8.0,62,2.13,2.28,1.56,0.8,91,1,7.7,6.1,8.9,72,8.1,7922,178,2.87,2.72,3.44,4.2,1620.7845
Delhi NCR,Dwarka Sec 12,14060,40147,8.5,75,2.84,3.04,0.63,1.05,73,1,7.4,8.5,6.5,95,8.1,7940,155,2.16,1.96,4.37,3.95,1620.741
Hyderabad,Miyapur,14074,24941,8.3,70,1.62,3.34,2.59,1.03,105,1,9.3,8.8,6.6,80,8.4,7926,170,3.38,1.6600000000000001,2.41,3.9699999999999998,1620.6879999999999
Delhi NCR,Rohini Sec 15,13983,35668,6.4,183,1.59,1.11,1.64,0.77,110,1,9.1,9.2,6.6,203,6.0,8017,47,3.41,3.8899999999999997,3.3600000000000003,4.23,1620.4085
Pune,Aundh,13981,60993,6.8,190,2.58,2.08,1.08,0.21,72,1,9.2,8.1,5.7,205,7.3999999999999995,8019,45,2.42,2.92,3.92,4.79,1620.2575000000002
Pune,Wakad,13963,63200,7.6,213,1.37,3.49,1.28,1.01,93,1,6.6,7.0,8.5,228,8.2,8037,22,3.63,1.5099999999999998,3.7199999999999998,3.99,1620.2025
Bengaluru,Marathahalli,14063,48294,7.4,89,1.86,1.02,2.32,1.12,65,1,6.7,7.4,7.3,97,7.9,7937,153,3.1399999999999997,3.98,2.68,3.88,1619.7269999999999
Mumbai,Thane West,14013,53748,8.1,163,3.09,1.7,1.14,0.74,77,1,8.5,7.3,8.0,168,8.299999999999999,7987,82,1.9100000000000001,3.3,3.8600000000000003,4.26,1619.7245
Pune,Baner,14081,57215,9.3,66,3.11,1.51,2.05,0.97,64,1,8.9,8.5,7.5,81,9.9,7919,169,1.8900000000000001,3.49,2.95,4.03,1619.7040000000002
Bengaluru,Hebbal,14058,61756,8.3,94,1.48,3.1,2.42,0.77,79,1,7.6,6.5,5.8,102,8.8,7942,148,3.52,1.9,2.58,4.23,1619.6095
Bengaluru,Electronic City,13964,29363,5.9,219,2.56,1.83,1.55,0.92,106,1,6.2,6.3,8.9,227,6.4,8036,23,2.44,3.17,3.45,4.08,1619.571
Chennai,Tambaram,14001,37788,6.4,179,1.53,2.82,2.51,0.56,82,1,9.1,8.2,7.9,184,6.7,7999,66,3.4699999999999998,2.18,2.49,4.4399999999999995,1619.5620000000001
Bengaluru,Yelahanka,14079,51818,6.0,63,2.68,2.71,0.92,0.25,97,1,7.2,6.5,5.6,71,6.5,7921,179,2.32,2.29,4.08,4.75,1619.516
Bengaluru,BTM Layout,13995,29966,7.0,178,2.46,2.35,1.53,0.41,66,1,7.5,6.2,5.5,186,7.5,8005,64,2.54,2.65,3.4699999999999998,4.59,1619.2624999999998
Bengaluru,Marathahalli,13982,30396,8.8,202,2.87,1.08,1.49,1.1,79,1,8.7,6.7,5.7,210,9.3,8018,40,2.13,3.92,3.51,3.9,1619.2190000000003
Mumbai,Borivali West,14009,63918,7.9,173,3.12,1.13,1.69,0.74,88,1,9.2,6.7,8.4,178,8.1,7991,72,1.88,3.87,3.31,4.26,1619.0980000000002
Bengaluru,JP Nagar,13987,64984,8.9,202,1.95,2.84,1.88,0.22,106,1,9.0,8.7,7.0,210,9.4,8013,40,3.05,2.16,3.12,4.78,1619.0915
Pune,Viman Nagar,13991,18138,7.7,188,2.45,1.35,1.5,0.83,70,1,6.7,8.7,8.4,203,8.3,8009,47,2.55,3.65,3.5,4.17,1618.9555000000003
Hyderabad,Gachibowli,13993,32383,5.8,188,2.21,1.83,1.56,0.6,118,1,7.7,7.9,9.2,198,5.8999999999999995,8007,52,2.79,3.17,3.44,4.4,1618.9450000000002
Chennai,Adyar,14024,31317,8.1,151,1.28,1.55,2.56,0.6,101,1,6.6,7.8,7.0,156,8.4,7976,94,3.7199999999999998,3.45,2.44,4.4,1618.8515
Hyderabad,Gachibowli,14028,49544,6.5,140,1.11,2.76,0.85,0.86,86,1,7.3,7.2,7.5,150,6.6,7972,100,3.8899999999999997,2.24,4.15,4.14,1618.7130000000002
Mumbai,Kandivali West,14028,55473,7.8,151,3.3,3.15,2.07,0.38,72,1,9.4,7.4,9.2,156,8.0,7972,94,1.7000000000000002,1.85,2.93,4.62,1618.665
Delhi NCR,Rohini Sec 15,14033,61779,8.8,120,1.27,2.74,2.15,0.69,82,1,6.1,6.1,5.9,140,8.4,7967,110,3.73,2.26,2.85,4.3100000000000005,1618.4975000000002
Pune,Hinjewadi,14032,49921,7.3,130,2.72,1.8,0.98,1.16,77,1,6.9,7.2,6.2,145,7.8999999999999995,7968,105,2.28,3.2,4.02,3.84,1618.401
Chennai,Perungudi,13984,26174,7.3,211,1.33,2.59,2.91,0.35,116,1,8.2,7.1,9.4,216,7.6,8016,34,3.67,2.41,2.09,4.65,1618.298
Pune,Hinjewadi,14014,37001,8.2,160,1.67,2.22,1.55,0.31,63,1,6.8,7.2,7.9,175,8.799999999999999,7986,75,3.33,2.78,3.45,4.69,1618.2625
Delhi NCR,Noida Sec 62,14003,34375,6.3,167,1.29,2.93,1.24,0.89,95,1,7.9,7.2,8.3,187,5.8999999999999995,7997,63,3.71,2.07,3.76,4.11,1618.2224999999999
Pune,Baner,14006,19878,8.4,174,3.12,2.56,2.13,0.71,62,1,6.5,8.8,8.1,189,9.0,7994,61,1.88,2.44,2.87,4.29,1617.7720000000002
Bengaluru,Indiranagar,14086,18791,9.0,80,2.39,1.32,1.96,1.01,83,1,9.5,6.4,8.7,88,9.5,7914,162,2.61,3.6799999999999997,3.04,3.99,1617.6230000000003
Hyderabad,Begumpet,14067,40786,8.8,102,2.93,2.47,1.07,1.03,102,1,8.5,8.3,7.2,112,8.9,7933,138,2.07,2.53,3.9299999999999997,3.9699999999999998,1617.4
Chennai,Velachery,14078,25427,7.1,89,2.26,1.93,2.55,0.23,93,1,7.7,6.8,8.4,94,7.3999999999999995,7922,156,2.74,3.0700000000000003,2.45,4.77,1617.3295
Chennai,T Nagar,14103,27141,8.7,64,1.13,3.42,2.59,1.0,66,1,9.5,8.0,9.4,69,9.0,7897,181,3.87,1.58,2.41,4.0,1617.304
Bengaluru,Marathahalli,14034,25207,6.6,145,3.06,3.47,1.8,0.48,88,1,6.6,8.7,8.6,153,7.1,7966,97,1.94,1.5299999999999998,3.2,4.52,1617.1785
Chennai,OMR,14026,19037,6.3,163,1.68,1.4,0.48,1.04,67,1,6.4,9.4,6.7,168,6.6,7974,82,3.3200000000000003,3.6,4.52,3.96,1616.6850000000002
Delhi NCR,Rohini Sec 15,14019,35390,9.4,163,1.15,1.71,2.57,1.06,99,1,6.7,9.1,8.8,183,9.0,7981,67,3.85,3.29,2.43,3.94,1616.6765
Bengaluru,Electronic City,14013,49939,8.4,178,3.21,1.2,1.81,1.05,109,1,6.1,6.6,9.4,186,8.9,7987,64,1.79,3.8,3.19,3.95,1616.6595000000002
Pune,Hinjewadi,14015,20431,9.2,172,2.43,1.02,1.0,0.61,72,1,7.7,8.3,5.6,187,9.799999999999999,7985,63,2.57,3.98,4.0,4.39,1616.5410000000002
Delhi NCR,Noida Sec 62,14007,47810,6.6,171,2.68,2.15,2.53,1.12,89,1,8.3,7.1,7.2,191,6.199999999999999,7993,59,2.32,2.85,2.47,3.88,1616.3780000000004
Mumbai,Andheri West,14041,23458,7.1,144,2.89,1.22,2.37,0.66,97,1,9.4,7.7,5.5,149,7.3,7959,101,2.11,3.7800000000000002,2.63,4.34,1616.3540000000003
Chennai,OMR,14050,18354,8.0,134,3.29,1.48,0.47,0.95,102,1,7.0,7.6,7.3,139,8.3,7950,111,1.71,3.52,4.53,4.05,1616.2714999999998
Mumbai,Andheri West,14063,48349,9.3,123,1.49,3.05,0.56,0.68,85,1,6.6,6.6,9.0,128,9.5,7937,122,3.51,1.9500000000000002,4.4399999999999995,4.32,1615.758
Chennai,Guindy,14104,46294,8.2,65,1.66,2.56,2.64,0.42,73,1,8.6,6.1,7.4,70,8.5,7896,180,3.34,2.44,2.36,4.58,1615.758
Bengaluru,Electronic City,13985,55208,6.7,217,2.48,2.68,2.52,1.07,70,1,7.0,7.4,7.3,225,7.2,8015,25,2.52,2.32,2.48,3.9299999999999997,1615.6625
Chennai,Tambaram,14008,61675,7.8,195,1.39,2.48,2.31,1.12,69,1,6.6,7.3,9.0,200,8.1,7992,50,3.6100000000000003,2.52,2.69,3.88,1615.555
Pune,Nigdi,14035,34053,9.2,149,2.62,1.86,2.38,0.23,81,1,7.0,6.2,7.7,164,9.799999999999999,7965,86,2.38,3.1399999999999997,2.62,4.77,1615.5114999999998
Hyderabad,Secunderabad,14086,27573,8.5,94,1.98,1.46,0.43,0.29,93,1,6.2,9.2,8.8,104,8.6,7914,146,3.02,3.54,4.57,4.71,1615.276
Chennai,Perungudi,14049,20732,6.1,135,3.32,2.14,0.65,0.65,71,1,6.7,7.2,6.0,140,6.3999999999999995,7951,110,1.6800000000000002,2.86,4.35,4.35,1615.261
Hyderabad,Kukatpally,14105,61900,7.7,68,3.26,1.64,0.33,0.28,79,1,8.8,6.7,9.5,78,7.8,7895,172,1.7400000000000002,3.3600000000000003,4.67,4.72,1615.1735
Delhi NCR,Faridabad,14018,18705,9.1,168,1.93,1.06,1.5,0.88,111,1,6.5,7.5,6.2,188,8.7,7982,62,3.0700000000000003,3.94,3.5,4.12,1615.1195
Chennai,OMR,14054,19299,5.8,136,2.69,2.46,2.37,1.08,97,1,8.5,6.9,9.3,141,6.1,7946,109,2.31,2.54,2.63,3.92,1614.96
Delhi NCR,Faridabad,14066,28476,7.3,108,2.88,3.18,2.87,0.58,92,1,8.2,9.1,8.3,128,6.8999999999999995,7934,122,2.12,1.8199999999999998,2.13,4.42,1614.7985000000003
Chennai,Velachery,14064,46031,7.0,126,3.28,2.37,2.73,1.1,91,1,9.0,8.0,7.3,131,7.3,7936,119,1.7200000000000002,2.63,2.27,3.9,1614.528
Bengaluru,HSR Layout,14081,46500,5.8,100,1.83,2.26,1.59,0.52,69,1,7.5,7.2,8.1,108,6.3,7919,142,3.17,2.74,3.41,4.48,1614.4450000000002
Chennai,Adyar,14051,38372,7.5,146,1.13,3.19,1.52,0.93,94,1,6.9,6.8,9.5,151,7.8,7949,99,3.87,1.81,3.48,4.07,1614.3845000000001
Pune,Baner,14049,27396,9.2,141,3.24,2.48,1.28,0.67,86,1,9.4,6.8,6.1,156,9.799999999999999,7951,94,1.7599999999999998,2.52,3.7199999999999998,4.33,1614.1745
Pune,Kharadi,14001,46403,6.0,204,1.24,3.24,2.69,0.82,77,1,9.4,8.6,6.8,219,6.6,7999,31,3.76,1.7599999999999998,2.31,4.18,1614.1015000000002
Pune,Viman Nagar,14013,61316,6.8,191,2.68,3.29,1.24,0.47,104,1,9.3,7.5,8.4,206,7.3999999999999995,7987,44,2.32,1.71,3.76,4.53,1613.998
Chennai,Anna Nagar,14009,22629,7.8,213,3.32,1.84,0.48,0.62,87,1,9.3,9.4,8.9,218,8.1,7991,32,1.6800000000000002,3.16,4.52,4.38,1613.986
Mumbai,Malad West,14023,31463,5.6,184,2.18,1.75,1.69,1.02,86,1,7.1,8.7,7.2,189,5.8,7977,61,2.82,3.25,3.31,3.98,1613.754
Chennai,Guindy,14052,29627,9.5,151,2.97,2.74,2.13,0.67,66,1,7.2,7.0,8.9,156,9.8,7948,94,2.03,2.26,2.87,4.33,1613.6485000000002
Chennai,OMR,14116,51125,8.7,68,2.85,1.86,1.33,0.85,79,1,9.1,7.6,7.5,73,9.0,7884,177,2.15,3.1399999999999997,3.67,4.15,1613.6165
Pune,Baner,14107,60427,9.0,66,3.18,2.02,2.06,0.21,73,1,6.9,6.5,7.8,81,9.6,7893,169,1.8199999999999998,2.98,2.94,4.79,1613.5295
Pune,Nigdi,14009,24285,7.2,198,3.38,1.34,0.82,0.62,98,1,8.0,6.9,7.6,213,7.8,7991,37,1.62,3.66,4.18,4.38,1613.401
Pune,Hinjewadi,14060,50667,6.6,126,3.43,3.06,1.96,1.03,111,1,7.8,7.9,6.8,141,7.199999999999999,7940,109,1.5699999999999998,1.94,3.04,3.9699999999999998,1613.353
Chennai,T Nagar,14038,30404,8.2,176,1.82,2.9,1.46,0.65,82,1,6.5,9.5,9.1,181,8.5,7962,69,3.1799999999999997,2.1,3.54,4.35,1613.1255
Delhi NCR,Gurgaon DLF Phase 3,14059,25211,9.0,129,1.59,3.21,0.31,0.39,86,1,6.5,6.8,8.5,149,8.6,7941,101,3.41,1.79,4.69,4.61,1613.125
Pune,Pimple Saudagar,14020,51193,9.4,195,1.4,1.13,0.95,0.88,109,1,6.7,8.4,9.2,210,10.0,7980,40,3.6,3.87,4.05,4.12,1612.921
Mumbai,Borivali West,14048,35296,6.7,159,1.38,2.64,2.55,1.19,116,1,7.1,8.2,7.2,164,6.9,7952,86,3.62,2.36,2.45,3.81,1612.486
Pune,Baner,14019,24710,6.2,191,1.18,1.09,2.63,0.86,100,1,6.8,9.3,6.7,206,6.8,7981,44,3.8200000000000003,3.91,2.37,4.14,1612.336
Delhi NCR,Greater Noida,14112,43413,9.2,60,2.61,3.42,2.76,1.01,101,1,7.3,7.9,6.6,80,8.799999999999999,7888,170,2.39,1.58,2.24,3.99,1612.2800000000002
Delhi NCR,Rohini Sec 15,14009,23434,7.7,201,2.34,1.02,1.95,0.2,95,1,6.6,6.7,9.5,221,7.3,7991,29,2.66,3.98,3.05,4.8,1612.2485000000001
Bengaluru,BTM Layout,14101,43276,8.9,97,2.97,2.79,2.84,0.49,74,1,8.7,9.0,8.3,105,9.4,7899,145,2.03,2.21,2.16,4.51,1612.0365000000002
Mumbai,Goregaon East,14047,32362,7.7,171,2.11,1.36,1.79,1.18,99,1,9.0,7.1,9.1,176,7.9,7953,74,2.89,3.6399999999999997,3.21,3.8200000000000003,1612.0090000000002
Chennai,Guindy,14066,29889,8.8,142,2.57,1.62,0.74,0.39,71,1,7.0,7.1,6.9,147,9.100000000000001,7934,103,2.43,3.38,4.26,4.61,1611.977
Pune,Viman Nagar,14090,56228,7.1,103,3.02,2.11,2.61,0.96,90,1,8.5,9.3,7.7,118,7.699999999999999,7910,132,1.98,2.89,2.39,4.04,1611.7949999999998
Delhi NCR,Greater Noida,14023,59022,5.7,180,1.41,3.02,2.66,0.31,79,1,7.4,8.1,6.7,200,5.3,7977,50,3.59,1.98,2.34,4.69,1611.6650000000002
Bengaluru,Indiranagar,14085,23384,9.0,118,2.55,3.22,2.27,0.3,74,1,6.8,8.1,8.2,126,9.5,7915,124,2.45,1.7799999999999998,2.73,4.7,1611.499
Pune,Viman Nagar,14071,31498,6.7,134,1.1,1.88,1.7,1.06,88,1,9.1,8.2,7.1,149,7.3,7929,101,3.9,3.12,3.3,3.94,1611.014
Delhi NCR,Noida Sec 62,14090,22975,6.8,102,2.08,2.63,2.57,0.52,64,1,8.0,8.8,7.9,122,6.3999999999999995,7910,128,2.92,2.37,2.43,4.48,1610.8049999999998
Chennai,Adyar,14064,35307,7.8,155,1.34,2.41,2.82,0.66,77,1,7.7,8.0,8.9,160,8.1,7936,90,3.66,2.59,2.18,4.34,1610.7905000000003
Pune,Baner,14094,52791,5.7,96,1.59,3.2,2.42,0.91,111,1,7.2,6.6,6.4,111,6.3,7906,139,3.41,1.7999999999999998,2.58,4.09,1610.4569999999999
Chennai,Velachery,14072,21880,9.1,152,3.12,1.49,2.94,0.36,109,1,8.4,8.8,9.1,157,9.4,7928,93,1.88,3.51,2.06,4.64,1610.2885
Delhi NCR,South Delhi,14049,20198,6.3,158,2.12,2.54,2.49,0.24,100,1,6.4,9.1,8.1,178,5.8999999999999995,7951,72,2.88,2.46,2.51,4.76,1610.2665000000002
Mumbai,Andheri East,14086,29755,9.2,131,2.0,1.83,0.34,0.7,118,1,7.8,7.4,7.2,136,9.399999999999999,7914,114,3.0,3.17,4.66,4.3,1610.1195000000002
Delhi NCR,Noida Sec 62,14126,40632,8.3,66,1.62,1.99,2.81,1.02,71,1,9.4,7.3,9.1,86,7.9,7874,164,3.38,3.01,2.19,3.98,1609.7090000000003
Delhi NCR,Saket,14040,59381,8.3,183,1.39,2.88,0.93,0.44,104,1,8.8,8.0,9.0,203,7.9,7960,47,3.6100000000000003,2.12,4.07,4.56,1609.6290000000001
Chennai,Anna Nagar,14093,21939,6.7,123,2.06,1.34,1.47,0.23,74,1,8.6,7.8,6.0,128,7.0,7907,122,2.94,3.66,3.5300000000000002,4.77,1609.2849999999999
Delhi NCR,Noida Sec 18,14084,58452,8.0,117,2.12,3.08,2.03,0.84,82,1,6.4,6.8,8.4,137,7.6,7916,113,2.88,1.92,2.97,4.16,1609.2395000000001
Delhi NCR,Ghaziabad,14120,52772,9.4,82,2.85,3.24,0.45,0.61,80,1,8.4,7.6,9.0,102,9.0,7880,148,2.15,1.7599999999999998,4.55,4.39,1608.6275
Pune,Wakad,14054,39364,9.1,170,1.64,2.43,2.58,0.68,116,1,6.9,7.7,6.3,185,9.7,7946,65,3.3600000000000003,2.57,2.42,4.32,1608.5004999999999
Chennai,Tambaram,14094,49369,8.4,135,1.51,1.23,0.41,0.62,94,1,7.6,9.3,7.4,140,8.700000000000001,7906,110,3.49,3.77,4.59,4.38,1608.3845000000001
Hyderabad,Jubilee Hills,14109,36126,6.1,104,3.06,1.73,1.37,0.84,86,1,6.2,9.4,9.0,114,6.199999999999999,7891,136,1.94,3.27,3.63,4.16,1608.2500000000002
Chennai,Porur,14046,27999,9.3,200,1.24,1.8,1.19,0.21,80,1,8.3,8.4,6.8,205,9.600000000000001,7954,45,3.76,3.2,3.81,4.79,1608.1590000000003
Hyderabad,Jubilee Hills,14058,57536,8.2,173,2.47,1.94,2.09,0.35,65,1,7.4,8.7,6.1,183,8.299999999999999,7942,67,2.53,3.06,2.91,4.65,1608.0475000000001
Hyderabad,Miyapur,14109,56365,7.9,113,3.45,1.06,0.39,0.88,67,1,9.4,9.0,8.2,123,8.0,7891,127,1.5499999999999998,3.94,4.61,4.12,1608.0330000000001
Bengaluru,Yelahanka,14091,24439,5.7,130,2.08,1.24,1.81,0.54,80,1,6.1,6.2,9.4,138,6.2,7909,112,2.92,3.76,3.19,4.46,1607.7245
Pune,Hinjewadi,14090,23018,7.4,128,1.22,2.08,2.74,1.14,90,1,8.7,7.2,6.1,143,8.0,7910,107,3.7800000000000002,2.92,2.26,3.8600000000000003,1607.473
Bengaluru,HSR Layout,14076,55963,8.2,157,1.41,1.1,1.75,0.53,79,1,9.1,6.1,5.6,165,8.7,7924,85,3.59,3.9,3.25,4.47,1607.2065000000002
Pune,Kharadi,14094,60694,9.3,127,2.61,2.69,2.57,0.38,117,1,8.8,7.4,5.7,142,9.9,7906,108,2.39,2.31,2.43,4.62,1607.1125
Chennai,Porur,14083,64184,7.2,155,1.08,1.49,1.12,0.26,85,1,9.4,6.1,7.5,160,7.5,7917,90,3.92,3.51,3.88,4.74,1606.9325000000001
Hyderabad,Begumpet,14105,30050,9.1,123,1.66,1.53,1.04,0.75,115,1,8.4,6.7,8.0,133,9.2,7895,117,3.34,3.4699999999999998,3.96,4.25,1606.878
Hyderabad,Kukatpally,14135,25407,6.9,76,3.16,2.09,0.43,1.15,84,1,6.0,7.6,7.8,86,7.0,7865,164,1.8399999999999999,2.91,4.57,3.85,1606.6754999999998
Mumbai,Bandra East,14050,47425,8.7,207,1.92,1.03,2.16,1.18,70,1,8.2,9.5,8.4,212,8.899999999999999,7950,38,3.08,3.9699999999999998,2.84,3.8200000000000003,1606.5065
Delhi NCR,Noida Sec 18,14057,34905,6.8,174,2.21,2.45,0.88,0.71,113,1,7.7,7.8,7.8,194,6.3999999999999995,7943,56,2.79,2.55,4.12,4.29,1606.4875000000002
Pune,Viman Nagar,14065,62460,7.3,172,1.94,3.19,0.41,0.21,92,1,7.3,8.1,8.3,187,7.8999999999999995,7935,63,3.06,1.81,4.59,4.79,1606.4875
Bengaluru,HSR Layout,14145,29899,6.0,75,2.01,1.6,1.76,1.0,60,1,9.2,8.8,9.0,83,6.5,7855,167,2.99,3.4,3.24,4.0,1606.4695
Mumbai,Borivali West,14145,25181,8.4,70,1.88,3.0,0.33,0.52,88,1,6.5,6.9,5.9,75,8.6,7855,175,3.12,2.0,4.67,4.48,1606.3655
Pune,Viman Nagar,14138,52575,8.3,78,1.24,1.21,2.79,0.57,81,1,7.4,8.6,8.2,93,8.9,7862,157,3.76,3.79,2.21,4.43,1606.3535000000002
Chennai,Tambaram,14118,63392,6.1,111,2.79,2.28,0.4,0.95,81,1,9.3,7.5,7.9,116,6.3999999999999995,7882,134,2.21,2.72,4.6,4.05,1606.3120000000001
Pune,Hadapsar,14062,25177,7.3,174,1.87,2.09,0.75,0.36,103,1,6.1,8.9,6.2,189,7.8999999999999995,7938,61,3.13,2.91,4.25,4.64,1606.2645
Mumbai,Andheri East,14122,43896,5.9,111,2.27,2.93,1.23,0.7,74,1,9.2,9.0,8.9,116,6.1000000000000005,7878,134,2.73,2.07,3.77,4.3,1605.9305000000002
Delhi NCR,Faridabad,14038,57055,7.9,201,1.79,1.83,2.16,1.04,102,1,9.0,6.5,5.8,221,7.5,7962,29,3.21,3.17,2.84,3.96,1605.9270000000001
Mumbai,Bandra East,14081,46074,6.6,163,2.33,1.98,1.87,1.14,115,1,9.0,8.7,6.5,168,6.8,7919,82,2.67,3.02,3.13,3.8600000000000003,1605.7520000000002
Hyderabad,Miyapur,14076,51062,7.1,165,2.79,1.28,2.43,0.37,102,1,6.2,8.4,8.6,175,7.199999999999999,7924,75,2.21,3.7199999999999998,2.57,4.63,1605.6195
Chennai,Sholinganallur,14112,28264,6.7,123,1.8,1.52,1.35,0.92,60,1,6.6,9.2,6.0,128,7.0,7888,122,3.2,3.48,3.65,4.08,1605.2615
Pune,Aundh,14077,51829,6.5,163,2.25,2.25,2.39,0.96,95,1,9.0,6.6,9.4,178,7.1,7923,72,2.75,2.75,2.61,4.04,1605.2475000000002
Mumbai,Kandivali West,14106,62384,9.4,136,1.67,3.32,0.77,0.78,74,1,7.7,6.3,8.6,141,9.6,7894,109,3.33,1.6800000000000002,4.23,4.22,1605.2190000000003
Chennai,Perungudi,14137,56517,5.9,85,1.92,2.95,2.41,0.89,93,1,6.7,6.1,7.9,90,6.2,7863,160,3.08,2.05,2.59,4.11,1605.0995
Pune,Hadapsar,14143,57402,8.1,72,1.39,3.45,2.55,0.38,73,1,6.9,7.8,6.0,87,8.7,7857,163,3.6100000000000003,1.5499999999999998,2.45,4.62,1605.0345
Chennai,Guindy,14153,27765,7.6,73,1.35,1.02,0.37,1.09,115,1,8.6,6.2,6.9,78,7.8999999999999995,7847,172,3.65,3.98,4.63,3.91,1605.0255000000002
Chennai,Perungudi,14154,55113,7.4,73,1.7,2.32,0.72,0.3,85,1,8.0,7.1,8.3,78,7.7,7846,172,3.3,2.68,4.28,4.7,1605.0189999999998
Bengaluru,Yelahanka,14146,42114,8.2,82,2.15,1.15,1.9,0.4,90,1,8.8,7.5,7.1,90,8.7,7854,160,2.85,3.85,3.1,4.6,1604.9850000000001
