City,Area,Avg_Price_per_sqft,Avg_Rent,Safety_Score,Pollution_Index,Hospital_Distance_km,School_Distance_km,Metro_Distance_km,Grocery_Distance_km,Internet_Speed_Mbps,Power_Backup,Water_Availability_Score,Lifestyle_Score,Green_Space_Score
Pune,Aundh,9703,22234,8.9,104,2.8,1.12,1.15,0.48,114,1,9.3,7.4,7.1
Bengaluru,Hebbal,19496,30721,6.7,179,2.57,1.51,1.93,0.88,87,1,8.8,6.5,9.0
Chennai,Perungudi,16178,27941,7.9,83,1.17,2.75,0.69,0.8,62,1,8.3,9.3,6.7
Delhi NCR,Rohini Sec 15,11180,33165,8.8,116,3.0,1.33,1.99,0.52,83,1,8.0,7.2,8.1
Hyderabad,Manikonda,12780,36476,8.0,112,1.71,3.16,0.37,0.85,113,1,9.3,7.9,9.5
Hyderabad,Kondapur,9451,57250,5.8,202,3.23,3.05,2.87,0.91,72,1,9.2,6.8,8.1
Bengaluru,Rajajinagar,14676,56672,7.1,85,1.16,3.23,2.81,1.03,85,1,6.0,6.8,7.9
Bengaluru,JP Nagar,6433,63058,9.1,100,1.78,1.34,1.91,0.77,88,1,8.7,7.3,8.2
Mumbai,Goregaon East,18382,23102,9.5,154,2.0,2.29,0.39,1.0,111,1,6.8,8.5,6.9
Mumbai,Thane West,18496,38202,6.2,190,1.5,1.83,2.61,0.47,61,1,7.4,6.9,8.7
Mumbai,Malad West,12082,19720,8.4,214,1.3,1.87,0.32,0.93,66,1,9.1,7.8,9.0
Hyderabad,Miyapur,5693,19900,5.9,99,1.93,2.68,2.84,1.0,75,1,6.7,7.6,9.3
Hyderabad,HITEC City,5767,59506,6.1,92,2.42,2.42,2.28,0.96,94,1,6.8,8.2,8.4
Pune,Nigdi,8292,54643,7.8,69,2.04,2.31,0.95,0.67,77,1,8.8,7.1,9.3
Mumbai,Borivali West,13198,50539,8.8,190,3.34,2.73,1.21,0.46,118,1,7.5,6.2,8.5
Bengaluru,Whitefield,14512,57047,7.9,132,1.16,3.43,1.47,0.64,83,1,9.4,7.4,9.5
Pune,Aundh,10149,43742,6.4,131,3.34,1.96,2.61,0.26,80,1,8.9,6.2,6.0
Mumbai,Goregaon East,5971,51021,7.9,66,1.05,3.28,2.77,0.21,88,1,6.6,9.4,7.7
Mumbai,Andheri East,7795,37054,5.7,107,1.58,1.32,0.58,0.96,93,1,7.5,7.3,7.7
Mumbai,Malad West,7978,23088,8.2,106,1.6,3.12,2.22,0.95,62,1,8.6,6.7,6.3
Delhi NCR,Saket,19028,63870,6.3,208,2.14,2.26,2.07,1.09,115,1,8.4,9.4,6.1
Hyderabad,Banjara Hills,15581,63954,7.4,151,1.41,2.52,0.77,0.45,89,1,8.2,6.1,8.6
Mumbai,Bandra East,11461,43266,7.3,128,2.74,1.71,0.84,1.14,70,1,8.8,8.7,6.4
Bengaluru,Indiranagar,15580,47720,8.0,72,2.6,1.87,1.73,1.18,90,1,7.7,6.1,7.2
Mumbai,Andheri West,15470,39293,7.1,124,3.29,1.55,2.59,0.71,87,1,8.5,8.1,5.9
Bengaluru,Whitefield,7505,50946,8.1,107,2.97,2.98,2.48,0.79,68,1,8.7,6.1,5.7
Delhi NCR,Faridabad,9636,47267,6.6,124,1.15,2.71,0.6,0.91,67,1,6.9,7.0,7.2
Bengaluru,Marathahalli,17097,56206,7.1,132,1.83,1.82,1.57,0.71,108,1,7.6,7.8,6.3
Bengaluru,Yelahanka,11081,31087,6.5,207,2.19,3.25,1.52,0.94,68,1,8.5,8.6,6.2
Chennai,Tambaram,17490,50549,6.7,217,2.73,2.19,2.16,0.52,63,1,7.6,7.9,8.5
Delhi NCR,Rohini Sec 15,13724,24657,9.2,96,2.55,3.37,1.65,0.52,62,1,7.1,6.5,6.1
Chennai,OMR,12327,37741,7.3,124,1.47,3.27,0.49,0.46,101,1,7.3,6.5,7.1
Bengaluru,Rajajinagar,13319,59116,8.7,135,1.08,3.17,1.06,0.31,113,1,7.0,7.9,9.2
Chennai,Porur,9922,21883,8.1,186,2.38,1.75,1.84,0.69,99,1,8.2,6.4,8.9
Mumbai,Thane West,13118,51816,8.2,69,2.81,1.43,2.65,0.29,99,1,7.1,6.1,7.3
Delhi NCR,Faridabad,19579,59265,9.0,199,1.91,1.76,0.97,0.67,115,1,7.4,8.9,9.3
Bengaluru,Hebbal,13470,23370,8.8,164,1.36,2.56,2.66,1.04,92,1,6.7,6.7,6.4
Delhi NCR,Noida Sec 62,7941,39401,9.2,210,2.28,2.62,0.71,0.32,62,1,8.2,8.0,8.2
Chennai,Adyar,19139,46259,5.7,66,1.16,2.47,2.87,0.97,77,1,7.3,7.5,8.2
Hyderabad,Kondapur,19296,47832,9.3,174,2.2,1.13,0.92,0.78,64,1,9.5,8.3,5.7
Pune,Aundh,15719,28638,7.2,197,2.76,1.42,1.02,0.39,65,1,7.4,7.6,7.2
Mumbai,Kandivali West,18301,34780,8.4,105,1.35,3.44,1.21,1.15,87,1,7.5,6.1,8.1
Bengaluru,Yelahanka,11121,37014,8.8,147,1.77,2.86,2.57,0.93,79,1,7.3,6.5,9.1
Chennai,Anna Nagar,11212,52642,9.4,112,3.32,2.67,2.72,0.51,104,1,8.1,8.5,9.1
Bengaluru,Whitefield,5826,51579,7.7,187,3.43,2.14,1.6,0.87,73,1,6.4,6.1,6.4
Mumbai,Powai,19170,64116,9.2,116,1.43,1.11,1.33,0.87,108,1,6.9,6.2,8.3
Mumbai,Kandivali West,11631,54224,7.6,188,3.27,2.34,1.99,0.38,87,1,7.0,6.2,7.9
Pune,Viman Nagar,16256,27228,6.6,175,1.69,1.38,1.01,0.36,111,1,9.0,8.1,9.4
Bengaluru,Hebbal,12771,38600,8.0,174,3.09,2.86,2.11,1.01,83,1,6.5,6.7,5.8
Mumbai,Kandivali West,6468,51205,6.5,188,3.42,1.21,2.99,0.45,94,1,6.8,8.1,8.5
Bengaluru,BTM Layout,7154,25353,7.8,105,3.26,1.05,2.25,0.62,113,1,7.3,7.6,7.7
Chennai,Anna Nagar,6101,56343,6.7,169,2.64,2.12,1.84,0.48,92,1,8.5,9.2,6.1
Pune,Kharadi,15337,51259,6.8,212,3.23,2.46,2.96,0.88,98,1,8.1,6.1,7.0
Hyderabad,Jubilee Hills,8648,21083,8.6,73,3.25,1.98,2.38,0.8,104,1,8.1,7.3,7.6
Bengaluru,Hebbal,8758,27941,8.8,84,2.83,3.25,2.82,0.58,95,1,9.1,8.8,5.6
Delhi NCR,Noida Sec 62,11376,21682,8.7,200,1.31,2.37,1.13,0.31,90,1,9.5,6.2,7.4
Mumbai,Andheri East,15467,32264,7.7,219,1.79,3.1,2.76,1.18,104,1,8.3,6.6,6.1
Pune,Pimple Saudagar,10057,44047,9.0,197,2.8,2.88,2.51,0.54,118,1,7.7,9.2,6.9
Chennai,Adyar,10276,60985,8.8,142,3.26,3.26,2.65,0.32,63,1,7.6,9.4,6.4
Delhi NCR,South Delhi,15450,34531,7.3,182,2.47,2.75,0.43,0.59,64,1,7.8,7.6,6.6
Hyderabad,HITEC City,16654,38612,8.5,193,2.41,2.72,2.27,0.88,72,1,8.5,9.0,8.4
Chennai,Perungudi,18384,40700,7.2,179,3.47,2.9,0.96,0.63,105,1,6.5,6.7,6.4
Chennai,Sholinganallur,15232,62264,8.5,172,3.08,3.28,2.7,0.91,68,1,9.4,6.4,8.3
Delhi NCR,Ghaziabad,8930,58477,8.3,101,1.55,2.94,2.1,0.84,105,1,6.9,9.4,8.7
Chennai,Velachery,15452,21246,7.6,197,1.81,1.54,1.21,0.86,99,1,8.0,6.5,8.7
Delhi NCR,Rohini Sec 15,16633,53556,7.2,121,3.02,2.19,2.83,1.2,70,1,7.8,9.4,9.3
Mumbai,Bandra East,10085,49361,8.3,181,1.88,3.04,0.4,1.06,75,1,6.8,6.3,8.7
Pune,Aundh,5759,43907,9.2,147,2.28,2.81,1.42,0.25,60,1,8.1,8.2,9.3
Chennai,Adyar,15905,43157,7.0,150,2.37,2.63,0.55,1.13,85,1,7.7,7.6,6.4
Hyderabad,Jubilee Hills,11377,37732,5.7,214,1.27,1.7,1.07,0.88,82,1,8.6,7.9,7.1
Pune,Pimple Saudagar,17958,36303,5.9,201,1.15,1.82,2.85,0.76,95,1,7.1,8.7,6.0
Pune,Nigdi,12503,30074,7.9,208,1.3,3.48,1.75,0.59,66,1,8.8,9.3,9.4
Chennai,Porur,15802,60141,8.6,152,2.34,2.03,1.94,0.72,109,1,9.0,8.1,9.1
Bengaluru,Yelahanka,13828,38020,9.5,162,2.53,2.18,1.23,0.89,93,1,7.2,8.2,7.1
Mumbai,Powai,10450,61227,8.4,123,2.13,3.32,0.42,0.3,104,1,8.0,8.5,5.7
Pune,Baner,10701,23130,8.8,145,2.08,2.39,1.32,0.72,114,1,8.5,9.4,6.3
Chennai,Velachery,6566,26978,8.2,203,1.7,3.0,1.88,0.37,83,1,6.8,8.7,7.8
Chennai,T Nagar,10774,35593,7.2,69,2.01,2.6,2.04,0.5,68,1,8.5,7.8,6.9
Hyderabad,Kondapur,9229,24923,8.7,180,1.36,1.46,1.78,1.0,113,1,6.3,8.1,5.7
Pune,Kothrud,15097,26688,7.3,96,2.9,1.5,0.34,0.58,95,1,8.7,7.9,7.5
Delhi NCR,Faridabad,6960,22276,6.0,126,1.59,3.5,1.77,0.71,114,1,9.5,8.1,5.6
Pune,Nigdi,17969,18726,6.4,62,1.71,1.85,2.76,1.14,74,1,7.7,7.4,7.5
Pune,Aundh,11920,63871,8.1,159,1.83,1.4,0.97,0.36,73,1,7.4,9.0,6.8
Hyderabad,Secunderabad,7089,27377,7.4,131,1.05,2.52,0.38,1.11,67,1,6.3,8.1,7.7
Mumbai,Powai,13488,26930,8.2,195,1.33,2.73,1.53,1.02,65,1,6.4,6.8,8.5
Bengaluru,Electronic City,7096,35101,6.1,208,1.02,3.29,2.94,1.19,94,1,7.1,7.7,6.1
Bengaluru,BTM Layout,19453,64744,8.5,139,3.1,2.19,2.78,0.86,62,1,6.0,7.5,6.8
Mumbai,Powai,19207,40933,7.8,126,1.49,3.07,1.98,0.51,95,1,6.0,7.3,6.8
Chennai,T Nagar,6921,31698,8.1,124,2.85,1.5,0.36,0.93,64,1,7.3,9.1,7.6
Bengaluru,Yelahanka,10614,22160,6.5,210,3.12,2.89,1.29,0.61,63,1,6.2,8.3,7.7
Pune,Baner,13564,31699,6.6,184,2.59,2.67,2.97,0.71,66,1,6.4,6.7,9.4
Mumbai,Borivali West,12165,60272,8.1,132,2.65,2.85,1.31,1.16,87,1,7.2,8.5,7.0
Mumbai,Andheri West,6873,48761,8.6,106,2.44,1.91,2.18,1.11,111,1,6.8,6.9,6.0
Chennai,OMR,6417,56547,7.7,206,3.29,1.55,2.59,1.12,83,1,7.6,8.7,8.5
Pune,Viman Nagar,11274,63157,8.1,143,2.16,1.16,2.01,0.5,104,1,7.4,7.1,7.4
Pune,Baner,16512,25434,5.7,147,3.05,1.01,1.2,0.98,89,1,8.8,8.2,8.1
Pune,Baner,8696,39671,5.8,139,3.35,2.2,1.18,1.05,71,1,6.5,7.7,8.4
Hyderabad,Kukatpally,14131,59230,7.0,181,1.65,2.01,1.54,0.39,70,1,8.9,7.1,5.8
Chennai,Sholinganallur,15888,21295,5.6,165,1.95,2.15,1.11,0.64,63,1,6.5,6.5,5.7
Hyderabad,Banjara Hills,19303,31862,7.3,219,3.13,2.37,1.46,0.96,70,1,7.3,7.4,6.2
Hyderabad,Gachibowli,19045,56093,8.0,219,1.01,1.14,2.45,0.4,61,1,7.9,6.3,7.7
Delhi NCR,Rohini Sec 15,9607,62890,8.1,112,1.46,2.88,0.77,1.19,102,1,6.8,9.5,6.5
Hyderabad,Miyapur,15615,60679,6.9,78,2.71,1.73,0.38,0.87,97,1,8.3,8.3,7.3
Bengaluru,Indiranagar,6440,26380,9.3,88,1.14,2.65,0.76,0.62,71,1,9.0,8.9,7.7
Mumbai,Thane West,10243,46233,6.3,90,3.02,2.39,2.61,0.48,102,1,9.1,7.9,8.7
Bengaluru,JP Nagar,11318,57745,6.4,176,1.75,2.01,1.97,0.91,91,1,6.5,9.4,8.9
Hyderabad,Miyapur,10710,52865,6.1,138,1.97,2.47,1.75,0.92,97,1,8.2,7.5,5.6
Chennai,Sholinganallur,9624,54293,8.3,195,1.06,1.04,2.64,0.58,61,1,9.5,6.2,8.9
Pune,Baner,7988,23097,6.3,156,2.89,2.72,0.6,1.02,60,1,7.2,9.3,9.3
Bengaluru,Hebbal,15029,38237,8.2,209,3.29,2.65,2.91,1.02,93,1,7.0,8.4,8.7
Chennai,Adyar,6965,60093,7.0,191,2.73,1.77,1.83,0.9,60,1,7.9,7.4,7.8
Delhi NCR,Rohini Sec 15,11803,31071,5.7,92,2.62,2.26,0.5,0.55,65,1,7.0,7.7,8.1
Hyderabad,Manikonda,5628,57044,7.2,105,1.8,2.79,1.52,0.31,101,1,6.7,8.4,9.4
Delhi NCR,Gurgaon DLF Phase 3,7407,62251,8.6,192,1.15,1.85,1.93,1.03,111,1,7.6,6.5,5.6
Mumbai,Andheri East,16041,38604,8.4,80,2.16,3.08,1.3,0.43,68,1,6.4,7.3,5.9
Pune,Hadapsar,19860,60327,6.6,128,2.46,2.15,1.97,0.68,103,1,9.4,8.3,7.1
Chennai,OMR,6136,57247,7.4,180,3.28,1.54,0.31,0.61,102,1,7.4,9.3,8.3
Hyderabad,Gachibowli,12094,30494,7.6,156,1.13,1.6,2.83,0.77,103,1,6.9,8.1,8.0
Chennai,Velachery,19669,47857,6.0,208,2.04,2.21,1.95,0.32,76,1,9.5,7.4,7.4
Mumbai,Kandivali West,12148,42488,7.3,129,2.18,2.44,0.38,0.31,64,1,7.9,6.2,6.7
Mumbai,Malad West,19188,58251,8.9,187,1.87,2.62,2.8,0.39,101,1,7.8,9.3,9.2
Mumbai,Goregaon East,13642,19299,6.9,216,2.59,3.22,0.88,0.9,104,1,8.0,6.7,6.2
Delhi NCR,South Delhi,15950,27120,5.6,205,1.06,1.88,1.13,0.33,67,1,6.1,7.3,7.0
Chennai,Tambaram,18585,64737,8.6,153,3.33,1.8,1.25,0.64,84,1,8.7,6.9,7.1
Bengaluru,JP Nagar,10193,41314,8.5,209,2.06,2.67,2.29,1.03,88,1,7.9,6.0,6.8
Bengaluru,Marathahalli,12956,38478,6.5,144,1.48,2.19,1.34,0.55,98,1,9.1,8.2,7.3
Bengaluru,Marathahalli,18774,28512,6.5,159,2.09,2.24,2.88,0.83,113,1,6.4,9.2,8.3
Hyderabad,Secunderabad,14232,56712,6.6,217,2.22,1.12,0.33,0.8,89,1,7.2,8.4,9.4
Mumbai,Navi Mumbai Vashi,9079,23723,5.6,99,2.96,2.84,2.58,0.71,66,1,8.4,6.0,6.9
Pune,Baner,18450,22672,9.2,95,1.5,1.01,2.05,0.26,107,1,6.9,9.0,8.2
Pune,Aundh,11760,36104,7.6,192,1.97,3.25,0.98,0.77,71,1,9.4,6.4,7.8
Mumbai,Andheri East,8025,61420,7.4,194,2.4,2.08,1.34,0.67,76,1,6.1,8.7,7.5
Hyderabad,Gachibowli,7074,48310,9.4,83,2.63,3.0,1.07,1.06,64,1,6.5,8.9,8.0
Mumbai,Goregaon East,14683,63170,8.1,117,2.38,1.36,1.48,0.96,78,1,9.4,6.9,8.0
Mumbai,Malad West,6565,62531,6.6,164,1.1,2.01,1.54,0.29,113,1,6.8,7.4,8.5
Bengaluru,Whitefield,9530,57273,9.2,120,1.24,1.3,2.77,1.14,72,1,8.6,9.2,7.1
Pune,Aundh,9428,62178,9.4,97,1.81,1.37,0.45,0.47,67,1,8.4,8.3,5.8
Delhi NCR,Noida Sec 62,19161,38051,7.4,150,2.27,2.13,2.48,0.84,97,1,7.5,7.3,8.8
Bengaluru,BTM Layout,8688,64637,5.6,147,1.75,2.06,0.43,0.42,73,1,6.5,8.8,9.2
Delhi NCR,South Delhi,14896,41758,9.0,72,1.81,1.05,2.24,0.27,112,1,7.2,8.4,7.5
Chennai,Tambaram,6961,34629,6.4,146,2.22,3.35,1.88,0.96,78,1,9.3,9.4,7.7
Bengaluru,Rajajinagar,8321,28329,6.5,205,2.54,3.3,2.3,0.21,115,1,7.0,7.7,6.1
Chennai,Adyar,9521,48244,6.2,101,2.33,2.92,0.6,0.69,76,1,7.4,8.7,8.6
Mumbai,Bandra East,17938,28389,6.6,207,2.76,3.1,2.97,0.3,76,1,7.6,8.5,9.4
Delhi NCR,Gurgaon DLF Phase 3,17306,47728,5.8,80,2.86,2.17,0.48,0.21,67,1,6.7,6.2,6.0
Chennai,Adyar,10095,20590,5.9,73,1.93,1.6,2.32,0.69,107,1,9.4,7.8,8.1
Chennai,Velachery,16111,43000,7.6,173,2.2,2.77,0.96,1.01,89,1,8.8,7.8,8.3
Pune,Baner,9285,62446,8.2,171,1.13,1.96,0.63,0.22,95,1,8.8,7.9,6.7
Bengaluru,Electronic City,15483,29307,8.7,209,3.33,1.69,2.4,0.28,69,1,8.3,8.6,6.7
Delhi NCR,Saket,11200,45754,9.2,146,2.26,2.66,2.39,0.79,64,1,7.6,9.5,8.7
Hyderabad,Gachibowli,9451,32022,6.9,97,1.3,3.47,1.59,0.66,83,1,7.3,7.7,7.7
Hyderabad,Jubilee Hills,13763,57536,6.0,189,1.53,3.5,2.5,0.42,87,1,7.6,8.1,9.5
Delhi NCR,Rohini Sec 15,15479,45709,6.2,170,2.3,3.05,0.82,1.18,97,1,8.8,9.2,7.0
Bengaluru,Marathahalli,14454,31985,6.2,131,1.8,2.46,0.56,0.61,78,1,9.1,6.6,6.5
Chennai,Perungudi,11651,60537,8.0,63,1.88,1.9,1.68,0.93,113,1,7.7,6.2,7.4
Delhi NCR,Greater Noida,17941,48667,6.1,207,2.85,2.55,0.62,1.1,74,1,7.8,8.4,6.8
Delhi NCR,Ghaziabad,17817,26482,5.8,126,1.34,3.03,2.05,0.66,96,1,7.5,7.5,8.5
Mumbai,Powai,14324,19408,8.4,160,3.01,1.35,0.7,0.36,62,1,7.3,6.2,7.3
Hyderabad,Kukatpally,6915,43873,6.9,127,1.94,2.43,1.18,1.13,66,1,7.7,9.3,7.0
Hyderabad,Kukatpally,10009,36709,8.9,215,1.67,1.42,2.52,0.21,106,1,7.8,8.2,6.4
Chennai,Anna Nagar,7300,38023,7.0,141,2.97,1.02,0.46,0.46,103,1,6.7,8.0,6.2
Delhi NCR,Noida Sec 62,15709,56221,8.4,165,2.42,3.19,1.55,0.75,77,1,8.3,8.2,7.5
Mumbai,Andheri East,8494,21641,5.6,63,1.47,1.21,1.14,0.24,85,1,6.9,6.4,7.9
Hyderabad,Jubilee Hills,10337,26207,9.2,121,2.03,1.04,2.61,0.46,91,1,7.3,7.1,5.9
Pune,Nigdi,9845,51899,6.0,98,2.92,1.87,2.51,0.94,105,1,6.8,9.3,9.1
Delhi NCR,Noida Sec 62,13839,58259,8.0,151,1.77,2.05,1.36,0.54,79,1,7.0,7.2,8.3
Hyderabad,Jubilee Hills,16578,56061,6.1,209,1.29,2.66,0.6,0.49,76,1,6.5,8.3,9.4
Delhi NCR,Noida Sec 62,10733,52310,6.3,69,2.64,3.14,2.62,0.53,91,1,7.3,8.2,8.3
Delhi NCR,Noida Sec 62,12735,26279,7.3,121,2.18,3.17,2.74,0.64,102,1,9.0,6.4,7.1
Bengaluru,Whitefield,18051,40746,9.4,166,2.96,1.28,1.5,0.54,94,1,8.6,9.0,8.9
Delhi NCR,Gurgaon DLF Phase 3,17035,19476,8.1,122,2.96,2.46,1.05,1.15,64,1,6.4,9.1,5.9
Chennai,Anna Nagar,18792,52599,8.2,174,3.07,3.11,1.77,1.01,63,1,6.2,8.1,5.7
Delhi NCR,Greater Noida,11076,64678,5.8,74,2.84,1.27,1.74,1.16,105,1,9.3,7.8,8.3
Delhi NCR,Noida Sec 62,6827,45660,8.4,194,2.29,1.25,0.92,1.05,116,1,8.2,8.6,6.2
Chennai,Velachery,9044,38350,8.3,204,2.14,3.12,1.02,1.19,68,1,7.7,9.4,7.4
Hyderabad,Jubilee Hills,15713,34551,8.8,75,1.35,1.0,0.45,0.69,105,1,6.1,9.4,8.1
Pune,Wakad,15872,26509,5.9,85,2.14,3.11,1.49,0.61,118,1,6.3,8.8,7.8
Pune,Aundh,16881,18385,8.7,109,2.98,1.38,0.34,0.84,63,1,8.8,8.4,9.0
Hyderabad,Jubilee Hills,10165,23824,8.1,162,1.56,1.31,2.41,0.65,102,1,7.4,7.0,8.3
Delhi NCR,South Delhi,12977,55925,6.3,102,3.18,3.21,1.94,1.09,74,1,7.4,9.5,9.3
Bengaluru,Indiranagar,11827,36682,8.8,87,1.86,2.33,0.85,1.02,100,1,8.7,7.7,6.7
Hyderabad,Jubilee Hills,6931,24413,8.7,101,3.43,2.58,2.26,1.18,95,1,7.7,7.4,9.1
Delhi NCR,Ghaziabad,9215,38953,6.1,112,2.85,2.35,0.64,0.59,69,1,6.8,7.0,8.4
Pune,Aundh,6220,43410,8.3,96,3.44,1.07,0.41,0.45,65,1,7.3,6.7,5.6
Mumbai,Kandivali West,18972,32942,6.4,141,1.35,2.52,0.95,1.07,76,1,7.4,9.3,9.0
Hyderabad,HITEC City,17050,58605,6.9,145,1.31,3.34,2.35,1.03,117,1,6.4,7.5,6.9
Chennai,Velachery,15180,18813,8.6,80,2.3,2.27,1.72,0.49,110,1,7.3,7.7,6.7
Chennai,T Nagar,18949,19327,6.2,72,1.05,3.06,0.3,0.34,94,1,7.1,8.9,6.8
Pune,Wakad,13204,28584,6.4,158,1.65,1.85,1.28,0.23,68,1,6.9,6.7,6.2
Chennai,Anna Nagar,12771,30504,7.6,67,1.67,1.98,0.81,0.63,98,1,8.6,6.8,6.7
Bengaluru,Electronic City,8590,56619,9.5,66,1.42,2.11,0.42,0.29,101,1,9.5,7.0,8.2
Bengaluru,BTM Layout,5913,47801,8.7,120,1.08,1.94,0.75,0.48,61,1,7.5,6.1,6.5
Chennai,Tambaram,7326,46801,8.3,191,2.21,1.13,1.98,1.1,84,1,6.3,6.8,9.2
Chennai,Porur,14294,44553,8.2,83,1.78,2.55,2.52,0.34,98,1,8.8,6.5,8.1
Delhi NCR,Faridabad,7391,20346,5.8,213,2.38,2.36,2.81,0.41,102,1,7.0,8.9,7.2
Delhi NCR,Dwarka Sec 12,11368,61580,6.0,118,2.47,2.99,2.75,0.85,112,1,8.6,7.6,6.2
Chennai,T Nagar,10960,43605,6.2,136,3.33,2.66,2.86,0.81,114,1,6.3,6.3,5.7
Hyderabad,Kondapur,12516,35100,6.5,107,2.08,2.59,2.44,1.01,102,1,7.1,8.7,9.0
Pune,Aundh,5506,53114,7.7,165,1.19,3.3,2.26,1.01,104,1,8.0,6.5,8.6
Pune,Hadapsar,12586,50675,6.8,181,2.15,1.76,0.35,0.83,119,1,9.2,7.5,9.2
Chennai,Adyar,10177,27929,6.7,214,1.02,2.6,2.07,0.52,102,1,8.2,6.8,8.9
Pune,Viman Nagar,17674,32550,7.3,91,1.06,1.92,1.2,0.54,71,1,8.7,8.0,9.0
Mumbai,Powai,18726,49677,5.7,164,3.07,2.51,0.98,0.86,94,1,7.6,8.2,6.4
Mumbai,Thane West,11563,50023,9.0,127,3.14,3.32,1.94,1.02,101,1,9.4,7.1,6.8
Delhi NCR,Gurgaon DLF Phase 3,7945,63685,7.2,203,2.2,2.76,1.42,1.07,88,1,8.3,7.5,5.6
Hyderabad,Banjara Hills,8838,23179,8.3,101,1.78,3.48,1.41,0.39,75,1,7.1,8.6,8.7
Bengaluru,Hebbal,7795,51241,7.5,80,3.11,2.57,2.29,0.5,111,1,9.2,7.5,5.8
Chennai,Adyar,10512,45362,9.3,142,2.79,1.92,0.45,0.22,107,1,6.7,6.2,8.8
Delhi NCR,Saket,18212,22291,7.5,200,2.93,2.22,0.77,0.47,97,1,6.5,8.5,8.0
Bengaluru,Hebbal,13049,26275,8.6,109,1.92,2.13,1.05,1.17,66,1,7.7,7.7,6.4
Bengaluru,HSR Layout,5558,42373,8.1,83,1.48,3.2,1.07,0.49,109,1,8.3,9.2,8.5
Chennai,Perungudi,11297,21008,5.6,166,1.37,1.92,1.03,1.03,88,1,6.4,9.3,7.6
Hyderabad,Gachibowli,14028,49544,6.5,140,1.11,2.76,0.85,0.86,86,1,7.3,7.2,7.5
Pune,Viman Nagar,16032,20841,6.7,61,3.03,2.28,2.3,0.72,77,1,6.4,8.9,8.0
Pune,Wakad,12694,23847,7.5,143,3.23,3.46,1.02,0.89,64,1,9.1,8.2,6.0
Hyderabad,Kukatpally,10726,23935,6.8,210,2.4,3.34,0.49,0.42,76,1,7.1,6.6,5.6
Delhi NCR,South Delhi,19357,54392,8.7,72,2.87,3.09,2.93,1.1,89,1,7.2,9.2,9.5
Hyderabad,Miyapur,10959,24589,7.5,67,2.25,2.18,2.2,0.86,71,1,7.4,6.4,7.5
Chennai,T Nagar,19288,48970,7.9,79,1.63,1.12,1.53,0.36,115,1,9.1,7.3,9.0
Hyderabad,Kondapur,17548,54658,7.9,209,2.08,1.36,2.69,0.71,91,1,6.0,8.0,6.6
Pune,Hinjewadi,6635,43673,7.5,115,1.58,2.35,0.34,0.87,85,1,8.0,6.4,8.8
Bengaluru,Rajajinagar,8723,25114,8.8,145,2.92,1.45,1.62,0.63,86,1,9.4,8.6,6.0
Mumbai,Thane West,12615,44011,7.5,153,1.08,2.63,2.59,1.0,81,1,8.4,9.3,8.7
Bengaluru,Marathahalli,11370,23912,9.2,111,1.7,3.35,2.19,0.5,71,1,8.1,6.6,6.6
Hyderabad,Secunderabad,14424,27963,9.2,163,2.84,3.16,2.15,0.29,91,1,8.1,8.1,6.8
Bengaluru,JP Nagar,6256,20390,9.1,70,1.65,2.19,1.42,0.77,68,1,8.5,8.6,6.2
Bengaluru,Indiranagar,15959,59034,6.9,162,1.9,2.08,2.14,0.53,88,1,8.8,9.1,7.6
Delhi NCR,Ghaziabad,16850,50203,5.9,102,1.6,1.29,2.03,0.78,117,1,8.7,7.5,8.8
Bengaluru,Rajajinagar,17594,38358,6.5,71,1.46,3.47,2.2,0.88,109,1,7.7,8.5,7.7
Hyderabad,Manikonda,13744,22504,8.9,140,3.4,1.69,0.64,0.83,104,1,9.4,7.8,6.9
Chennai,OMR,18687,21379,7.4,203,3.43,2.26,2.79,0.33,62,1,6.5,6.6,9.5
Pune,Kharadi,6067,56767,8.3,107,2.32,2.33,1.37,0.92,100,1,8.3,8.2,7.9
Delhi NCR,Dwarka Sec 12,12640,46742,6.4,77,2.56,1.48,1.18,0.74,80,1,9.0,8.1,7.4
Mumbai,Bandra East,16377,56553,6.3,153,1.11,2.68,2.22,0.57,115,1,6.8,9.5,8.1
Mumbai,Goregaon East,16014,43873,5.8,104,1.36,2.5,2.76,0.3,101,1,7.0,8.9,7.8
Delhi NCR,Saket,19763,50655,7.9,74,2.56,2.43,1.3,1.02,113,1,9.4,6.9,5.7
Pune,Hadapsar,5597,35571,7.3,145,2.25,1.16,1.7,0.66,79,1,8.0,7.2,8.0
Bengaluru,Marathahalli,14941,31722,6.6,68,1.12,2.27,2.37,1.02,112,1,6.4,9.4,5.6
Hyderabad,Begumpet,16146,44777,6.1,96,2.28,1.82,2.17,1.05,94,1,7.3,7.7,6.7
Bengaluru,Marathahalli,9283,42099,5.7,110,1.59,1.61,0.45,1.16,82,1,8.4,8.7,7.5
Mumbai,Andheri East,8435,60603,6.9,115,3.23,1.99,0.56,0.81,116,1,7.6,6.5,8.5
Hyderabad,HITEC City,18030,56548,8.6,74,2.44,2.68,2.63,0.57,112,1,9.3,8.7,9.4
Pune,Kothrud,19521,40988,6.4,207,1.09,2.75,1.21,0.23,95,1,7.3,6.2,8.7
Bengaluru,Marathahalli,10209,46301,7.3,191,1.4,2.21,1.14,1.08,98,1,8.0,8.9,9.0
